Opened,Date,Product,Christmas,Chinese NY,Weeknum
11/12/2020 10:52:19,11/12/2020,SP3,NO,NO,50
19/01/2021 08:03:39,19/01/2021,SP3,NO,NO,4
02/02/2021 10:48:30,02/02/2021,SP3,NO,NO,6
23/02/2021 09:49:29,23/02/2021,SP3,NO,NO,9
15/03/2021 15:09:31,15/03/2021,SP3,NO,NO,12
17/05/2021 11:26:54,17/05/2021,SP3,NO,NO,21
17/05/2021 16:59:29,17/05/2021,SP3,NO,NO,21
07/06/2021 14:52:02,07/06/2021,SP3,NO,NO,24
14/06/2021 06:42:42,14/06/2021,SP3,NO,NO,25
18/06/2021 07:50:23,18/06/2021,SP3,NO,NO,25
28/06/2021 13:42:57,28/06/2021,SP3,NO,NO,27
27/05/2021 13:01:59,27/05/2021,SP3,NO,NO,22
11/02/2021 11:52:22,11/02/2021,SP3,NO,YES,7
14/04/2021 13:47:43,14/04/2021,SP3,NO,NO,16
12/03/2021 10:01:00,12/03/2021,SP3,NO,NO,11
18/03/2021 09:33:12,18/03/2021,SP3,NO,NO,12
09/06/2021 14:52:25,09/06/2021,SP3,NO,NO,24
27/07/2020 06:51:20,27/07/2020,SP3,NO,NO,31
14/04/2021 10:39:25,14/04/2021,SP3,NO,NO,16
22/09/2020 07:46:46,22/09/2020,SP3,NO,NO,39
22/02/2021 10:01:55,22/02/2021,SP3,NO,NO,9
04/02/2021 12:25:42,04/02/2021,SP3,NO,NO,6
16/07/2020 06:03:19,16/07/2020,SP3,NO,NO,29
08/10/2020 07:31:48,08/10/2020,SP3,NO,NO,41
24/09/2020 12:20:47,24/09/2020,SP3,NO,NO,39
14/05/2020 15:07:51,14/05/2020,SP2,NO,NO,20
09/01/2020 09:43:27,09/01/2020,SP2,NO,NO,2
12/02/2020 09:43:29,12/02/2020,SP2,NO,NO,7
12/02/2020 09:48:11,12/02/2020,SP2,NO,NO,7
27/02/2020 14:27:09,27/02/2020,SP2,NO,NO,9
26/11/2019 16:34:15,26/11/2019,SP2,NO,NO,48
11/05/2020 07:42:38,11/05/2020,SP2,NO,NO,20
03/01/2020 14:10:41,03/01/2020,SP2,YES,NO,1
08/01/2020 08:21:05,08/01/2020,SP2,NO,NO,2
19/11/2019 11:14:50,19/11/2019,SP2,NO,NO,47
19/01/2020 06:42:15,19/01/2020,SP2,NO,NO,4
21/01/2020 13:40:48,21/01/2020,SP2,NO,NO,4
06/02/2020 09:49:21,06/02/2020,SP2,NO,NO,6
08/04/2020 14:52:48,08/04/2020,SP2,NO,NO,15
03/03/2020 11:40:39,03/03/2020,SP2,NO,NO,10
26/03/2020 05:26:57,26/03/2020,SP2,NO,NO,13
20/02/2020 08:20:51,20/02/2020,SP2,NO,NO,8
11/05/2020 09:28:13,11/05/2020,SP2,NO,NO,20
14/05/2020 06:49:26,14/05/2020,SP2,NO,NO,20
14/05/2020 07:59:11,14/05/2020,SP2,NO,NO,20
18/11/2019 03:11:16,18/11/2019,SP2,NO,NO,47
22/03/2020 16:00:58,22/03/2020,SP2,NO,NO,13
09/04/2020 22:16:03,09/04/2020,SP2,NO,NO,15
06/12/2019 08:38:55,06/12/2019,SP2,NO,NO,49
03/03/2020 09:50:44,03/03/2020,SP2,NO,NO,10
12/05/2020 09:47:28,12/05/2020,SP2,NO,NO,20
20/03/2020 07:21:32,20/03/2020,SP2,NO,NO,12
30/03/2020 14:08:31,30/03/2020,SP2,NO,NO,14
25/09/2019 07:32:16,25/09/2019,SP2,NO,NO,39
11/03/2020 10:11:41,11/03/2020,SP2,NO,NO,11
22/01/2020 09:56:54,22/01/2020,SP2,NO,NO,4
17/12/2019 09:50:09,17/12/2019,SP2,NO,NO,51
20/09/2019 07:47:55,20/09/2019,SP2,NO,NO,38
19/05/2020 09:20:56,19/05/2020,SP2,NO,NO,21
22/01/2020 08:57:30,22/01/2020,SP2,NO,NO,4
23/01/2020 04:04:14,23/01/2020,SP2,NO,NO,4
02/03/2020 16:35:18,02/03/2020,SP2,NO,NO,10
09/12/2019 07:30:32,09/12/2019,SP2,NO,NO,50
14/05/2020 13:39:44,14/05/2020,SP2,NO,NO,20
02/03/2020 09:21:28,02/03/2020,SP2,NO,NO,10
05/12/2019 12:44:46,05/12/2019,SP2,NO,NO,49
17/10/2019 13:23:40,17/10/2019,SP2,NO,NO,42
25/12/2019 09:12:31,25/12/2019,SP2,YES,NO,52
08/04/2020 15:48:26,08/04/2020,SP2,NO,NO,15
22/04/2020 03:57:55,22/04/2020,SP2,NO,NO,17
13/05/2020 04:44:18,13/05/2020,SP2,NO,NO,20
20/02/2020 11:32:20,20/02/2020,SP2,NO,NO,8
24/04/2020 11:48:59,24/04/2020,SP2,NO,NO,17
29/04/2020 14:36:21,29/04/2020,SP2,NO,NO,18
22/08/2019 11:48:36,22/08/2019,SP2,NO,NO,34
14/02/2020 20:06:56,14/02/2020,SP2,NO,NO,7
25/04/2020 15:20:04,25/04/2020,SP2,NO,NO,17
04/05/2020 15:36:02,04/05/2020,SP2,NO,NO,19
12/05/2020 16:58:06,12/05/2020,SP2,NO,NO,20
27/05/2020 20:56:26,27/05/2020,SP2,NO,NO,22
08/06/2020 17:02:17,08/06/2020,SP2,NO,NO,24
09/06/2020 12:45:51,09/06/2020,SP2,NO,NO,24
11/06/2020 08:45:40,11/06/2020,SP2,NO,NO,24
18/03/2020 11:08:12,18/03/2020,SP2,NO,NO,12
14/04/2020 20:27:49,14/04/2020,SP2,NO,NO,16
29/01/2020 00:53:49,29/01/2020,SP2,NO,YES,5
30/01/2020 21:38:18,30/01/2020,SP2,NO,YES,5
13/02/2020 01:25:51,13/02/2020,SP2,NO,NO,7
16/06/2020 06:37:59,16/06/2020,SP2,NO,NO,25
16/06/2020 06:40:20,16/06/2020,SP2,NO,NO,25
17/06/2020 08:21:18,17/06/2020,SP2,NO,NO,25
14/11/2019 15:02:43,14/11/2019,SP2,NO,NO,46
09/12/2019 07:07:03,09/12/2019,SP2,NO,NO,50
09/12/2019 07:43:51,09/12/2019,SP2,NO,NO,50
12/02/2020 12:57:18,12/02/2020,SP2,NO,NO,7
16/03/2020 11:13:35,16/03/2020,SP2,NO,NO,12
06/12/2019 09:56:24,06/12/2019,SP2,NO,NO,49
11/11/2019 11:16:09,11/11/2019,SP2,NO,NO,46
21/01/2020 15:18:00,21/01/2020,SP2,NO,NO,4
18/02/2020 04:36:45,18/02/2020,SP2,NO,NO,8
21/02/2020 23:29:23,21/02/2020,SP2,NO,NO,8
09/04/2020 07:50:56,09/04/2020,SP2,NO,NO,15
16/01/2020 11:03:12,16/01/2020,SP2,NO,NO,3
11/11/2019 16:54:39,11/11/2019,SP2,NO,NO,46
14/11/2019 14:48:04,14/11/2019,SP2,NO,NO,46
21/01/2020 12:41:21,21/01/2020,SP2,NO,NO,4
19/05/2020 19:52:14,19/05/2020,SP2,NO,NO,21
19/12/2019 23:41:58,19/12/2019,SP2,NO,NO,51
31/01/2020 23:33:57,31/01/2020,SP2,NO,YES,5
13/04/2020 07:03:34,13/04/2020,SP2,NO,NO,16
09/12/2019 07:38:57,09/12/2019,SP2,NO,NO,50
24/12/2019 08:35:15,24/12/2019,SP2,YES,NO,52
26/12/2019 07:11:05,26/12/2019,SP2,YES,NO,52
13/03/2020 11:36:09,13/03/2020,SP2,NO,NO,11
21/04/2020 06:20:59,21/04/2020,SP2,NO,NO,17
01/06/2020 03:43:56,01/06/2020,SP2,NO,NO,23
12/06/2020 20:26:10,12/06/2020,SP2,NO,NO,24
07/08/2019 14:16:49,07/08/2019,SP2,NO,NO,32
17/10/2019 13:59:33,17/10/2019,SP2,NO,NO,42
29/11/2019 11:26:53,29/11/2019,SP2,NO,NO,48
29/11/2019 16:07:57,29/11/2019,SP2,NO,NO,48
06/12/2019 08:10:01,06/12/2019,SP2,NO,NO,49
12/12/2019 09:49:15,12/12/2019,SP2,NO,NO,50
18/12/2019 15:43:05,18/12/2019,SP2,NO,NO,51
19/12/2019 05:41:24,19/12/2019,SP2,NO,NO,51
10/01/2020 14:06:59,10/01/2020,SP2,NO,NO,2
16/01/2020 17:45:47,16/01/2020,SP2,NO,NO,3
16/01/2020 19:36:51,16/01/2020,SP2,NO,NO,3
18/02/2020 07:36:43,18/02/2020,SP2,NO,NO,8
13/03/2020 08:11:39,13/03/2020,SP2,NO,NO,11
30/03/2020 07:59:32,30/03/2020,SP2,NO,NO,14
01/04/2020 10:08:07,01/04/2020,SP2,NO,NO,14
07/04/2020 10:41:28,07/04/2020,SP2,NO,NO,15
15/04/2020 08:48:42,15/04/2020,SP2,NO,NO,16
22/04/2020 07:41:32,22/04/2020,SP2,NO,NO,17
18/12/2019 10:45:40,18/12/2019,SP2,NO,NO,51
18/02/2020 18:25:40,18/02/2020,SP2,NO,NO,8
06/03/2020 15:13:51,06/03/2020,SP2,NO,NO,10
24/03/2020 06:36:46,24/03/2020,SP2,NO,NO,13
27/05/2020 06:21:10,27/05/2020,SP2,NO,NO,22
02/12/2019 14:32:16,02/12/2019,SP2,NO,NO,49
03/12/2019 14:52:42,03/12/2019,SP2,NO,NO,49
26/03/2020 11:27:21,26/03/2020,SP2,NO,NO,13
23/06/2020 12:18:20,23/06/2020,SP2,NO,NO,26
18/03/2020 03:09:21,18/03/2020,SP2,NO,NO,12
30/08/2019 15:46:37,30/08/2019,SP2,NO,NO,35
31/12/2019 13:00:50,31/12/2019,SP2,YES,NO,53
03/02/2020 13:10:56,03/02/2020,SP2,NO,NO,6
09/06/2020 17:35:09,09/06/2020,SP2,NO,NO,24
30/10/2019 12:50:14,30/10/2019,SP2,NO,NO,44
27/01/2020 11:18:48,27/01/2020,SP2,NO,YES,5
26/11/2019 10:40:55,26/11/2019,SP2,NO,NO,48
02/01/2020 14:10:45,02/01/2020,SP2,YES,NO,1
02/01/2020 17:01:03,02/01/2020,SP2,YES,NO,1
17/02/2020 06:20:38,17/02/2020,SP2,NO,NO,8
07/03/2020 17:01:34,07/03/2020,SP2,NO,NO,10
27/03/2020 09:33:15,27/03/2020,SP2,NO,NO,13
03/04/2020 12:03:30,03/04/2020,SP2,NO,NO,14
08/04/2020 09:43:29,08/04/2020,SP2,NO,NO,15
30/04/2020 08:11:42,30/04/2020,SP2,NO,NO,18
26/05/2020 16:22:51,26/05/2020,SP2,NO,NO,22
10/12/2019 10:21:40,10/12/2019,SP2,NO,NO,50
22/01/2020 09:17:15,22/01/2020,SP2,NO,NO,4
23/03/2020 11:33:40,23/03/2020,SP2,NO,NO,13
31/03/2020 20:07:20,31/03/2020,SP2,NO,NO,14
27/05/2020 17:31:23,27/05/2020,SP2,NO,NO,22
03/06/2020 15:00:45,03/06/2020,SP2,NO,NO,23
19/11/2019 07:16:47,19/11/2019,SP2,NO,NO,47
05/12/2019 15:47:09,05/12/2019,SP2,NO,NO,49
13/02/2020 09:58:34,13/02/2020,SP2,NO,NO,7
24/02/2020 13:59:58,24/02/2020,SP2,NO,NO,9
27/02/2020 11:43:20,27/02/2020,SP2,NO,NO,9
04/03/2020 09:00:04,04/03/2020,SP2,NO,NO,10
12/05/2020 11:32:04,12/05/2020,SP2,NO,NO,20
10/06/2020 20:24:23,10/06/2020,SP2,NO,NO,24
20/08/2019 15:59:59,20/08/2019,SP2,NO,NO,34
12/11/2019 10:50:33,12/11/2019,SP2,NO,NO,46
12/11/2019 11:30:50,12/11/2019,SP2,NO,NO,46
12/11/2019 14:30:41,12/11/2019,SP2,NO,NO,46
07/01/2020 11:12:17,07/01/2020,SP2,NO,NO,2
07/01/2020 11:12:23,07/01/2020,SP2,NO,NO,2
31/01/2020 14:08:15,31/01/2020,SP2,NO,YES,5
20/03/2020 07:31:55,20/03/2020,SP2,NO,NO,12
03/04/2020 14:47:36,03/04/2020,SP2,NO,NO,14
08/04/2020 15:12:27,08/04/2020,SP2,NO,NO,15
06/05/2020 06:00:30,06/05/2020,SP2,NO,NO,19
18/05/2020 07:40:16,18/05/2020,SP2,NO,NO,21
19/06/2020 07:11:27,19/06/2020,SP2,NO,NO,25
07/08/2019 14:08:44,07/08/2019,SP2,NO,NO,32
26/12/2019 09:14:43,26/12/2019,SP2,YES,NO,52
19/03/2020 06:01:56,19/03/2020,SP2,NO,NO,12
29/04/2020 09:57:06,29/04/2020,SP2,NO,NO,18
19/12/2019 05:56:59,19/12/2019,SP2,NO,NO,51
06/02/2020 09:27:01,06/02/2020,SP2,NO,NO,6
27/01/2020 13:31:47,27/01/2020,SP2,NO,YES,5
08/10/2019 03:18:48,08/10/2019,SP2,NO,NO,41
08/10/2019 03:35:04,08/10/2019,SP2,NO,NO,41
19/11/2019 13:01:37,19/11/2019,SP2,NO,NO,47
27/11/2019 18:51:32,27/11/2019,SP2,NO,NO,48
09/01/2020 22:07:01,09/01/2020,SP2,NO,NO,2
09/01/2020 22:19:06,09/01/2020,SP2,NO,NO,2
11/02/2020 08:41:13,11/02/2020,SP2,NO,NO,7
12/02/2020 01:16:52,12/02/2020,SP2,NO,NO,7
07/04/2020 08:14:18,07/04/2020,SP2,NO,NO,15
05/05/2020 08:18:02,05/05/2020,SP2,NO,NO,19
27/02/2020 07:53:08,27/02/2020,SP2,NO,NO,9
24/03/2020 10:08:19,24/03/2020,SP2,NO,NO,13
11/12/2019 13:07:40,11/12/2019,SP2,NO,NO,50
04/10/2019 01:32:44,04/10/2019,SP2,NO,NO,40
04/12/2019 08:53:03,04/12/2019,SP2,NO,NO,49
06/12/2019 08:18:15,06/12/2019,SP2,NO,NO,49
09/12/2019 09:42:59,09/12/2019,SP2,NO,NO,50
08/10/2019 14:54:11,08/10/2019,SP2,NO,NO,41
11/12/2019 13:26:04,11/12/2019,SP2,NO,NO,50
26/03/2020 10:57:53,26/03/2020,SP2,NO,NO,13
09/06/2020 14:38:52,09/06/2020,SP2,NO,NO,24
24/02/2020 13:14:42,24/02/2020,SP2,NO,NO,9
09/12/2019 08:22:04,09/12/2019,SP2,NO,NO,50
09/12/2019 08:41:50,09/12/2019,SP2,NO,NO,50
09/12/2019 09:17:49,09/12/2019,SP2,NO,NO,50
11/03/2020 10:05:42,11/03/2020,SP2,NO,NO,11
15/05/2020 12:29:05,15/05/2020,SP2,NO,NO,20
13/12/2019 10:21:48,13/12/2019,SP2,NO,NO,50
29/11/2019 07:30:45,29/11/2019,SP2,NO,NO,48
25/03/2020 12:33:24,25/03/2020,SP2,NO,NO,13
09/12/2019 09:46:22,09/12/2019,SP2,NO,NO,50
09/12/2019 10:01:58,09/12/2019,SP2,NO,NO,50
02/04/2020 09:43:25,02/04/2020,SP2,NO,NO,14
02/04/2020 12:46:52,02/04/2020,SP2,NO,NO,14
21/11/2019 09:31:08,21/11/2019,SP2,NO,NO,47
10/12/2019 10:40:18,10/12/2019,SP2,NO,NO,50
06/02/2020 12:15:21,06/02/2020,SP2,NO,NO,6
18/03/2020 10:34:07,18/03/2020,SP2,NO,NO,12
25/03/2020 12:33:09,25/03/2020,SP2,NO,NO,13
25/03/2020 12:33:15,25/03/2020,SP2,NO,NO,13
07/10/2019 10:01:39,07/10/2019,SP2,NO,NO,41
19/04/2020 01:50:42,19/04/2020,SP2,NO,NO,17
06/05/2020 15:42:12,06/05/2020,SP2,NO,NO,19
21/02/2020 14:22:17,21/02/2020,SP2,NO,NO,8
04/02/2020 13:40:46,04/02/2020,SP2,NO,NO,6
16/04/2020 08:32:27,16/04/2020,SP2,NO,NO,16
27/01/2020 16:10:44,27/01/2020,SP2,NO,YES,5
27/02/2020 16:51:00,27/02/2020,SP2,NO,NO,9
27/02/2020 17:12:29,27/02/2020,SP2,NO,NO,9
20/03/2020 07:11:36,20/03/2020,SP2,NO,NO,12
03/04/2020 09:04:41,03/04/2020,SP2,NO,NO,14
05/06/2020 06:51:29,05/06/2020,SP2,NO,NO,23
20/01/2020 19:50:42,20/01/2020,SP2,NO,NO,4
26/02/2020 23:06:53,26/02/2020,SP2,NO,NO,9
17/04/2020 11:40:52,17/04/2020,SP2,NO,NO,16
15/11/2019 13:45:42,15/11/2019,SP2,NO,NO,46
10/12/2019 09:45:35,10/12/2019,SP2,NO,NO,50
28/02/2020 09:13:12,28/02/2020,SP2,NO,NO,9
11/03/2020 10:40:26,11/03/2020,SP2,NO,NO,11
11/03/2020 11:00:21,11/03/2020,SP2,NO,NO,11
18/05/2020 11:01:15,18/05/2020,SP2,NO,NO,21
30/09/2019 10:50:18,30/09/2019,SP2,NO,NO,40
21/01/2020 15:26:17,21/01/2020,SP2,NO,NO,4
27/01/2020 18:22:58,27/01/2020,SP2,NO,YES,5
08/06/2020 13:38:45,08/06/2020,SP2,NO,NO,24
21/02/2020 15:54:27,21/02/2020,SP2,NO,NO,8
02/03/2020 10:21:00,02/03/2020,SP2,NO,NO,10
08/06/2020 07:56:37,08/06/2020,SP2,NO,NO,24
05/12/2019 13:21:01,05/12/2019,SP2,NO,NO,49
11/06/2020 11:43:19,11/06/2020,SP2,NO,NO,24
06/02/2020 13:35:43,06/02/2020,SP2,NO,NO,6
06/05/2020 21:39:52,06/05/2020,SP2,NO,NO,19
06/12/2019 08:32:57,06/12/2019,SP2,NO,NO,49
06/12/2019 10:53:55,06/12/2019,SP2,NO,NO,49
17/12/2019 08:21:25,17/12/2019,SP2,NO,NO,51
22/01/2020 09:29:32,22/01/2020,SP2,NO,NO,4
17/04/2020 03:00:11,17/04/2020,SP2,NO,NO,16
15/06/2020 13:13:08,15/06/2020,SP2,NO,NO,25
15/06/2020 13:33:52,15/06/2020,SP2,NO,NO,25
11/06/2020 10:57:50,11/06/2020,SP2,NO,NO,24
03/03/2020 16:37:36,03/03/2020,SP2,NO,NO,10
02/12/2019 16:17:41,02/12/2019,SP2,NO,NO,49
12/02/2020 13:19:43,12/02/2020,SP2,NO,NO,7
30/09/2019 10:00:36,30/09/2019,SP2,NO,NO,40
21/02/2020 14:22:29,21/02/2020,SP2,NO,NO,8
14/10/2019 12:17:13,14/10/2019,SP2,NO,NO,42
14/10/2019 17:13:39,14/10/2019,SP2,NO,NO,42
14/10/2019 17:13:46,14/10/2019,SP2,NO,NO,42
14/10/2019 17:13:56,14/10/2019,SP2,NO,NO,42
14/10/2019 17:17:22,14/10/2019,SP2,NO,NO,42
14/10/2019 18:59:20,14/10/2019,SP2,NO,NO,42
14/10/2019 18:59:27,14/10/2019,SP2,NO,NO,42
14/10/2019 18:59:36,14/10/2019,SP2,NO,NO,42
14/10/2019 18:59:42,14/10/2019,SP2,NO,NO,42
03/12/2019 07:27:30,03/12/2019,SP2,NO,NO,49
06/12/2019 08:52:02,06/12/2019,SP2,NO,NO,49
18/02/2020 10:22:28,18/02/2020,SP2,NO,NO,8
20/02/2020 13:38:34,20/02/2020,SP2,NO,NO,8
15/03/2020 12:38:47,15/03/2020,SP2,NO,NO,12
15/03/2020 12:38:54,15/03/2020,SP2,NO,NO,12
15/03/2020 12:39:06,15/03/2020,SP2,NO,NO,12
27/05/2020 10:30:01,27/05/2020,SP2,NO,NO,22
27/05/2020 10:32:30,27/05/2020,SP2,NO,NO,22
19/12/2019 05:51:36,19/12/2019,SP2,NO,NO,51
13/05/2020 06:36:51,13/05/2020,SP2,NO,NO,20
05/02/2020 01:12:05,05/02/2020,SP2,NO,NO,6
16/02/2020 13:56:03,16/02/2020,SP2,NO,NO,8
15/04/2020 01:08:52,15/04/2020,SP2,NO,NO,16
04/05/2020 12:49:13,04/05/2020,SP2,NO,NO,19
30/04/2020 07:58:30,30/04/2020,SP2,NO,NO,18
18/05/2020 11:20:59,18/05/2020,SP2,NO,NO,21
17/06/2020 12:07:42,17/06/2020,SP2,NO,NO,25
30/08/2019 18:16:45,30/08/2019,SP2,NO,NO,35
19/10/2019 18:08:25,19/10/2019,SP2,NO,NO,42
22/10/2019 16:41:12,22/10/2019,SP2,NO,NO,43
29/10/2019 19:41:09,29/10/2019,SP2,NO,NO,44
29/12/2019 20:17:22,29/12/2019,SP2,YES,NO,53
11/02/2020 15:59:50,11/02/2020,SP2,NO,NO,7
24/02/2020 00:54:33,24/02/2020,SP2,NO,NO,9
24/03/2020 18:33:44,24/03/2020,SP2,NO,NO,13
06/05/2020 03:27:55,06/05/2020,SP2,NO,NO,19
10/04/2020 03:42:06,10/04/2020,SP2,NO,NO,15
17/02/2020 13:32:55,17/02/2020,SP2,NO,NO,8
06/01/2020 02:56:05,06/01/2020,SP2,NO,NO,2
28/05/2020 10:37:39,28/05/2020,SP2,NO,NO,22
13/11/2019 12:30:52,13/11/2019,SP2,NO,NO,46
07/01/2020 18:12:58,07/01/2020,SP2,NO,NO,2
25/03/2020 11:48:51,25/03/2020,SP2,NO,NO,13
01/05/2020 21:27:08,01/05/2020,SP2,NO,NO,18
01/06/2020 15:54:54,01/06/2020,SP2,NO,NO,23
22/06/2020 12:14:03,22/06/2020,SP2,NO,NO,26
10/02/2020 15:17:04,10/02/2020,SP2,NO,NO,7
17/12/2019 08:39:01,17/12/2019,SP2,NO,NO,51
20/02/2020 10:31:00,20/02/2020,SP2,NO,NO,8
07/04/2020 09:32:28,07/04/2020,SP2,NO,NO,15
07/04/2020 11:28:09,07/04/2020,SP2,NO,NO,15
06/05/2020 13:36:39,06/05/2020,SP2,NO,NO,19
12/05/2020 11:19:53,12/05/2020,SP2,NO,NO,20
13/05/2020 19:30:18,13/05/2020,SP2,NO,NO,20
09/06/2020 10:28:40,09/06/2020,SP2,NO,NO,24
06/05/2020 09:04:50,06/05/2020,SP2,NO,NO,19
06/03/2020 17:42:05,06/03/2020,SP2,NO,NO,10
08/04/2020 05:58:10,08/04/2020,SP2,NO,NO,15
23/09/2019 13:31:30,23/09/2019,SP2,NO,NO,39
23/09/2019 13:31:37,23/09/2019,SP2,NO,NO,39
23/09/2019 13:31:43,23/09/2019,SP2,NO,NO,39
23/09/2019 13:31:59,23/09/2019,SP2,NO,NO,39
23/09/2019 13:32:10,23/09/2019,SP2,NO,NO,39
23/09/2019 13:32:25,23/09/2019,SP2,NO,NO,39
21/10/2019 12:20:29,21/10/2019,SP2,NO,NO,43
21/10/2019 12:20:35,21/10/2019,SP2,NO,NO,43
21/10/2019 12:20:45,21/10/2019,SP2,NO,NO,43
21/10/2019 12:20:52,21/10/2019,SP2,NO,NO,43
21/10/2019 12:21:06,21/10/2019,SP2,NO,NO,43
21/10/2019 12:21:12,21/10/2019,SP2,NO,NO,43
21/10/2019 12:21:26,21/10/2019,SP2,NO,NO,43
21/10/2019 12:21:32,21/10/2019,SP2,NO,NO,43
21/10/2019 12:21:39,21/10/2019,SP2,NO,NO,43
21/10/2019 12:21:45,21/10/2019,SP2,NO,NO,43
21/10/2019 12:21:51,21/10/2019,SP2,NO,NO,43
21/10/2019 12:22:02,21/10/2019,SP2,NO,NO,43
21/10/2019 12:22:08,21/10/2019,SP2,NO,NO,43
21/10/2019 12:22:14,21/10/2019,SP2,NO,NO,43
19/12/2019 23:24:47,19/12/2019,SP2,NO,NO,51
13/01/2020 09:13:44,13/01/2020,SP2,NO,NO,3
13/01/2020 09:13:56,13/01/2020,SP2,NO,NO,3
13/01/2020 09:14:02,13/01/2020,SP2,NO,NO,3
31/01/2020 15:21:10,31/01/2020,SP2,NO,YES,5
04/02/2020 15:24:32,04/02/2020,SP2,NO,NO,6
19/02/2020 13:18:34,19/02/2020,SP2,NO,NO,8
19/02/2020 13:18:41,19/02/2020,SP2,NO,NO,8
19/02/2020 13:18:55,19/02/2020,SP2,NO,NO,8
19/02/2020 13:19:01,19/02/2020,SP2,NO,NO,8
19/02/2020 13:19:15,19/02/2020,SP2,NO,NO,8
19/02/2020 13:19:21,19/02/2020,SP2,NO,NO,8
19/02/2020 13:23:38,19/02/2020,SP2,NO,NO,8
19/02/2020 15:41:07,19/02/2020,SP2,NO,NO,8
19/02/2020 15:41:14,19/02/2020,SP2,NO,NO,8
19/02/2020 15:41:25,19/02/2020,SP2,NO,NO,8
19/02/2020 15:41:31,19/02/2020,SP2,NO,NO,8
19/02/2020 15:41:47,19/02/2020,SP2,NO,NO,8
19/02/2020 15:41:53,19/02/2020,SP2,NO,NO,8
19/02/2020 15:42:05,19/02/2020,SP2,NO,NO,8
19/02/2020 15:42:11,19/02/2020,SP2,NO,NO,8
19/02/2020 15:42:24,19/02/2020,SP2,NO,NO,8
19/02/2020 15:42:37,19/02/2020,SP2,NO,NO,8
19/02/2020 15:42:42,19/02/2020,SP2,NO,NO,8
19/02/2020 15:42:55,19/02/2020,SP2,NO,NO,8
19/02/2020 15:43:10,19/02/2020,SP2,NO,NO,8
19/02/2020 15:43:22,19/02/2020,SP2,NO,NO,8
19/02/2020 15:43:30,19/02/2020,SP2,NO,NO,8
19/02/2020 15:43:36,19/02/2020,SP2,NO,NO,8
19/02/2020 15:43:42,19/02/2020,SP2,NO,NO,8
19/02/2020 15:44:01,19/02/2020,SP2,NO,NO,8
19/02/2020 15:44:19,19/02/2020,SP2,NO,NO,8
19/02/2020 15:44:25,19/02/2020,SP2,NO,NO,8
19/02/2020 15:44:37,19/02/2020,SP2,NO,NO,8
19/02/2020 15:44:46,19/02/2020,SP2,NO,NO,8
19/02/2020 15:45:05,19/02/2020,SP2,NO,NO,8
19/02/2020 15:45:15,19/02/2020,SP2,NO,NO,8
19/02/2020 15:45:22,19/02/2020,SP2,NO,NO,8
19/02/2020 15:45:36,19/02/2020,SP2,NO,NO,8
19/02/2020 15:45:42,19/02/2020,SP2,NO,NO,8
19/02/2020 15:45:52,19/02/2020,SP2,NO,NO,8
19/02/2020 15:45:58,19/02/2020,SP2,NO,NO,8
19/02/2020 15:46:13,19/02/2020,SP2,NO,NO,8
19/02/2020 15:46:19,19/02/2020,SP2,NO,NO,8
19/02/2020 15:46:29,19/02/2020,SP2,NO,NO,8
19/02/2020 15:46:35,19/02/2020,SP2,NO,NO,8
19/02/2020 15:46:46,19/02/2020,SP2,NO,NO,8
19/02/2020 15:46:51,19/02/2020,SP2,NO,NO,8
19/02/2020 15:47:06,19/02/2020,SP2,NO,NO,8
19/02/2020 15:47:17,19/02/2020,SP2,NO,NO,8
19/02/2020 15:47:23,19/02/2020,SP2,NO,NO,8
19/02/2020 15:47:36,19/02/2020,SP2,NO,NO,8
19/02/2020 15:47:42,19/02/2020,SP2,NO,NO,8
19/02/2020 15:47:51,19/02/2020,SP2,NO,NO,8
19/02/2020 15:47:56,19/02/2020,SP2,NO,NO,8
19/02/2020 15:48:02,19/02/2020,SP2,NO,NO,8
19/02/2020 15:48:15,19/02/2020,SP2,NO,NO,8
19/02/2020 15:48:21,19/02/2020,SP2,NO,NO,8
19/02/2020 15:48:34,19/02/2020,SP2,NO,NO,8
19/02/2020 15:48:51,19/02/2020,SP2,NO,NO,8
19/02/2020 15:48:56,19/02/2020,SP2,NO,NO,8
19/02/2020 15:49:08,19/02/2020,SP2,NO,NO,8
19/02/2020 15:49:25,19/02/2020,SP2,NO,NO,8
19/02/2020 15:49:30,19/02/2020,SP2,NO,NO,8
19/02/2020 15:49:43,19/02/2020,SP2,NO,NO,8
19/02/2020 15:49:49,19/02/2020,SP2,NO,NO,8
19/02/2020 15:50:05,19/02/2020,SP2,NO,NO,8
19/02/2020 15:50:11,19/02/2020,SP2,NO,NO,8
20/02/2020 09:10:20,20/02/2020,SP2,NO,NO,8
20/02/2020 09:10:28,20/02/2020,SP2,NO,NO,8
09/03/2020 13:53:43,09/03/2020,SP2,NO,NO,11
16/03/2020 08:36:57,16/03/2020,SP2,NO,NO,12
16/03/2020 08:37:14,16/03/2020,SP2,NO,NO,12
16/03/2020 08:37:21,16/03/2020,SP2,NO,NO,12
16/03/2020 08:37:28,16/03/2020,SP2,NO,NO,12
16/03/2020 08:37:35,16/03/2020,SP2,NO,NO,12
16/03/2020 08:37:41,16/03/2020,SP2,NO,NO,12
16/03/2020 08:37:51,16/03/2020,SP2,NO,NO,12
